id,game_id,game_date,season,home_team_id,away_team_id,home_team_score,away_team_score,home_rest_days,away_rest_days
255,401480897,2023-03-18 20:10:00,2023,LAA,TEX,2,6,0.0,0.0
256,401480898,2023-03-18 20:10:00,2023,SD,MIL,11,6,-1.0,0.0
257,401525977,2023-03-18 20:10:00,2023,COL,KC,5,8,-1.0,-1.0
258,401480890,2023-03-18 22:05:00,2023,ATL,PHI,5,1,0.0,0.0
259,401480889,2023-03-18 23:05:00,2023,HOU,NYM,0,2,0.0,0.0
260,401480896,2023-03-19 01:05:00,2023,CLE,SEA,5,4,-1.0,-1.0
261,401480899,2023-03-19 17:05:00,2023,MIN,ATL,0,5,0.0,-1.0
262,401480900,2023-03-19 17:05:00,2023,NYY,BAL,3,5,-1.0,-1.0
263,401480901,2023-03-19 17:05:00,2023,WSH,DET,2,1,0.0,0.0
264,401480903,2023-03-19 17:05:00,2023,BAL,PIT,8,0,0.0,0.0
265,401480905,2023-03-19 17:05:00,2023,TB,TOR,1,0,0.0,-1.0
266,401480914,2023-03-19 17:05:00,2023,PHI,BOS,5,9,-1.0,0.0
267,401480902,2023-03-19 17:10:00,2023,MIA,HOU,5,4,0.0,-1.0
268,401480904,2023-03-19 17:10:00,2023,NYM,STL,7,8,-1.0,0.0
273,401480913,2023-03-19 20:05:00,2023,TEX,SEA,2,1,-1.0,-1.0
272,401480912,2023-03-19 20:05:00,2023,CHC,SD,5,2,0.0,-1.0
269,401480906,2023-03-19 20:05:00,2023,SF,LAA,9,6,0.0,-1.0
270,401480909,2023-03-19 20:05:00,2023,CLE,COL,3,1,-1.0,-1.0
271,401480911,2023-03-19 20:05:00,2023,LAD,OAK,3,6,0.0,0.0
274,401480907,2023-03-19 20:10:00,2023,SEA,CHW,2,6,-1.0,0.0
275,401480908,2023-03-19 20:10:00,2023,MIL,CIN,4,3,0.0,0.0
276,401480910,2023-03-19 20:10:00,2023,ARI,KC,13,2,0.0,-1.0
277,401525976,2023-03-19 20:10:00,2023,KC,COL,0,7,0.0,-1.0
278,401480915,2023-03-20 17:05:00,2023,STL,MIA,5,0,-1.0,-1.0
279,401480917,2023-03-20 17:05:00,2023,BOS,PIT,5,7,0.0,0.0
280,401480918,2023-03-20 17:05:00,2023,ATL,TB,6,5,0.0,0.0
281,401480924,2023-03-20 17:05:00,2023,PHI,BAL,14,6,0.0,0.0
282,401480925,2023-03-20 17:05:00,2023,DET,TOR,0,5,0.0,0.0
283,401480919,2023-03-20 20:05:00,2023,CIN,LAA,10,0,-1.0,0.0
284,401480920,2023-03-20 20:05:00,2023,CHW,ARI,3,7,-1.0,-1.0
285,401480921,2023-03-20 20:05:00,2023,TEX,CLE,5,5,0.0,0.0
286,401480923,2023-03-20 20:10:00,2023,SEA,MIL,7,2,0.0,0.0
287,401480916,2023-03-20 22:05:00,2023,WSH,NYM,3,2,0.0,0.0
288,401480922,2023-03-21 01:40:00,2023,COL,LAD,5,1,0.0,0.0
289,401480926,2023-03-21 17:05:00,2023,BAL,BOS,6,2,0.0,0.0
290,401480927,2023-03-21 17:05:00,2023,NYY,DET,6,3,1.0,0.0
291,401480928,2023-03-21 17:05:00,2023,HOU,MIA,2,1,0.0,0.0
292,401480929,2023-03-21 17:05:00,2023,PIT,PHI,4,3,0.0,0.0
293,401480931,2023-03-21 17:05:00,2023,STL,WSH,4,4,0.0,-1.0
294,401480935,2023-03-21 20:05:00,2023,CLE,LAD,2,4,0.0,-1.0
295,401480937,2023-03-21 20:05:00,2023,LAD,SF,1,12,-1.0,1.0
296,401480932,2023-03-21 20:10:00,2023,ARI,LAA,1,7,0.0,-1.0
297,401480933,2023-03-21 20:10:00,2023,MIL,CHW,5,6,0.0,0.0
298,401480936,2023-03-21 20:10:00,2023,LAA,OAK,5,6,0.0,1.0
299,401480930,2023-03-21 22:05:00,2023,MIN,TB,5,2,1.0,0.0
300,401480934,2023-03-22 01:05:00,2023,KC,CHC,2,6,1.0,1.0
301,401480938,2023-03-22 01:40:00,2023,SD,COL,14,2,1.0,0.0
303,401480943,2023-03-22 17:05:00,2023,TB,PHI,6,2,-1.0,0.0
304,401480952,2023-03-22 17:05:00,2023,DET,ATL,3,5,0.0,1.0
302,401480942,2023-03-22 17:05:00,2023,WSH,NYY,5,2,0.0,0.0
305,401480939,2023-03-22 17:07:00,2023,TOR,BAL,2,1,1.0,0.0
306,401480940,2023-03-22 17:10:00,2023,NYM,HOU,2,5,0.0,0.0
307,401480944,2023-03-22 17:10:00,2023,MIA,STL,0,0,0.0,0.0
308,401480946,2023-03-22 20:05:00,2023,TEX,CHW,2,0,1.0,-1.0
309,401480947,2023-03-22 20:05:00,2023,OAK,CHC,2,4,-1.0,-1.0
310,401480948,2023-03-22 20:05:00,2023,CHW,KC,3,4,-1.0,-1.0
311,401480951,2023-03-22 20:05:00,2023,SF,TEX,4,0,0.0,-1.0
312,401480945,2023-03-22 20:10:00,2023,COL,LAA,9,10,-1.0,0.0
313,401480941,2023-03-22 22:05:00,2023,BOS,MIN,0,11,0.0,0.0
314,401480950,2023-03-23 01:05:00,2023,CIN,SD,4,1,1.0,-1.0
315,401480949,2023-03-23 01:40:00,2023,SEA,LAD,5,1,1.0,0.0
320,401480966,2023-03-23 17:05:00,2023,PHI,DET,4,1,0.0,0.0
319,401480957,2023-03-23 17:05:00,2023,MIN,TOR,0,3,-1.0,-1.0
318,401480956,2023-03-23 17:05:00,2023,ATL,NYM,2,2,0.0,-1.0
317,401480955,2023-03-23 17:05:00,2023,STL,NYY,1,1,-1.0,0.0
316,401480953,2023-03-23 17:05:00,2023,PIT,BOS,4,7,1.0,-1.0
321,401480959,2023-03-23 20:05:00,2023,CHC,ARI,11,1,0.0,0.0
